region,timestamp,pm25,prev_pm25,pm25_increase
New Delhi-8118,2025-04-26T11:30:00.000Z,146.0,144.0,2.0
New Delhi-8118,2025-04-26T12:30:00.000Z,213.0,146.0,67.0
New Delhi-8118,2025-04-26T14:30:00.000Z,112.0,104.0,8.0
New Delhi-8118,2025-04-26T19:30:00.000Z,83.0,82.0,1.0
New Delhi-8118,2025-04-26T22:30:00.000Z,55.0,54.0,1.0
New Delhi-8118,2025-04-26T23:30:00.000Z,110.0,55.0,55.0
New Delhi-8118,2025-04-27T00:30:00.000Z,128.0,110.0,18.0
New Delhi-8118,2025-04-27T01:30:00.000Z,160.0,128.0,32.0
New Delhi-8118,2025-04-27T05:30:00.000Z,134.0,110.0,24.0
New Delhi-8118,2025-04-27T13:30:00.000Z,54.0,50.0,4.0
New Delhi-8118,2025-04-27T14:30:00.000Z,63.0,54.0,9.0
New Delhi-8118,2025-04-27T15:30:00.000Z,69.0,63.0,6.0
New Delhi-8118,2025-04-27T16:30:00.000Z,90.0,69.0,21.0
New Delhi-8118,2025-04-27T17:30:00.000Z,115.0,90.0,25.0
New Delhi-8118,2025-04-27T18:30:00.000Z,159.0,115.0,44.0
US Diplomatic Post: New Delhi-8118,2025-01-02T20:30:00.000Z,213.0,210.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-02T23:30:00.000Z,220.0,200.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-03T02:30:00.000Z,203.0,-999.0,1202.0
US Diplomatic Post: New Delhi-8118,2025-01-03T04:30:00.000Z,210.0,180.0,30.0
US Diplomatic Post: New Delhi-8118,2025-01-03T05:30:00.000Z,258.0,210.0,48.0
US Diplomatic Post: New Delhi-8118,2025-01-03T06:30:00.000Z,349.0,258.0,91.0
US Diplomatic Post: New Delhi-8118,2025-01-03T07:30:00.000Z,431.0,349.0,82.0
US Diplomatic Post: New Delhi-8118,2025-01-03T12:30:00.000Z,213.0,208.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-03T13:30:00.000Z,237.0,213.0,24.0
US Diplomatic Post: New Delhi-8118,2025-01-03T14:30:00.000Z,265.0,237.0,28.0
US Diplomatic Post: New Delhi-8118,2025-01-03T16:30:00.000Z,345.0,261.0,84.0
US Diplomatic Post: New Delhi-8118,2025-01-03T17:30:00.000Z,352.0,345.0,7.0
US Diplomatic Post: New Delhi-8118,2025-01-03T22:30:00.000Z,195.0,149.0,46.0
US Diplomatic Post: New Delhi-8118,2025-01-04T00:30:00.000Z,190.0,180.0,10.0
US Diplomatic Post: New Delhi-8118,2025-01-04T03:30:00.000Z,169.0,167.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-04T04:30:00.000Z,225.0,169.0,56.0
US Diplomatic Post: New Delhi-8118,2025-01-04T05:30:00.000Z,334.0,225.0,109.0
US Diplomatic Post: New Delhi-8118,2025-01-04T06:30:00.000Z,416.0,334.0,82.0
US Diplomatic Post: New Delhi-8118,2025-01-04T07:30:00.000Z,442.0,416.0,26.0
US Diplomatic Post: New Delhi-8118,2025-01-04T14:30:00.000Z,283.0,278.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-04T15:30:00.000Z,313.0,283.0,30.0
US Diplomatic Post: New Delhi-8118,2025-01-04T16:30:00.000Z,323.0,313.0,10.0
US Diplomatic Post: New Delhi-8118,2025-01-04T18:30:00.000Z,308.0,303.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-08T06:30:00.000Z,99.0,-999.0,1098.0
US Diplomatic Post: New Delhi-8118,2025-01-08T08:30:00.000Z,81.0,80.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-08T12:30:00.000Z,86.0,66.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-08T13:30:00.000Z,117.0,86.0,31.0
US Diplomatic Post: New Delhi-8118,2025-01-08T14:30:00.000Z,129.0,117.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-08T15:30:00.000Z,195.0,129.0,66.0
US Diplomatic Post: New Delhi-8118,2025-01-08T16:30:00.000Z,245.0,195.0,50.0
US Diplomatic Post: New Delhi-8118,2025-01-08T17:30:00.000Z,270.0,245.0,25.0
US Diplomatic Post: New Delhi-8118,2025-01-08T19:30:00.000Z,265.0,260.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-09T03:30:00.000Z,192.0,160.0,32.0
US Diplomatic Post: New Delhi-8118,2025-01-09T06:30:00.000Z,180.0,161.0,19.0
US Diplomatic Post: New Delhi-8118,2025-01-09T08:30:00.000Z,427.0,173.0,254.0
US Diplomatic Post: New Delhi-8118,2025-01-09T13:30:00.000Z,374.0,305.0,69.0
US Diplomatic Post: New Delhi-8118,2025-01-09T17:30:00.000Z,339.0,338.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-09T18:30:00.000Z,347.0,339.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-09T19:30:00.000Z,351.0,347.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-09T20:30:00.000Z,359.0,351.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-09T21:30:00.000Z,373.0,359.0,14.0
US Diplomatic Post: New Delhi-8118,2025-01-10T02:30:00.000Z,183.0,157.0,26.0
US Diplomatic Post: New Delhi-8118,2025-01-10T03:30:00.000Z,198.0,183.0,15.0
US Diplomatic Post: New Delhi-8118,2025-01-10T04:30:00.000Z,207.0,198.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-10T05:30:00.000Z,248.0,207.0,41.0
US Diplomatic Post: New Delhi-8118,2025-01-10T07:30:00.000Z,222.0,220.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-10T09:30:00.000Z,209.0,207.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-10T11:30:00.000Z,203.0,199.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-10T13:30:00.000Z,217.0,196.0,21.0
US Diplomatic Post: New Delhi-8118,2025-01-10T15:30:00.000Z,283.0,-999.0,1282.0
US Diplomatic Post: New Delhi-8118,2025-01-10T17:30:00.000Z,290.0,273.0,17.0
US Diplomatic Post: New Delhi-8118,2025-01-11T02:30:00.000Z,147.0,128.0,19.0
US Diplomatic Post: New Delhi-8118,2025-01-11T04:30:00.000Z,157.0,143.0,14.0
US Diplomatic Post: New Delhi-8118,2025-01-11T05:30:00.000Z,183.0,157.0,26.0
US Diplomatic Post: New Delhi-8118,2025-01-11T07:30:00.000Z,187.0,174.0,13.0
US Diplomatic Post: New Delhi-8118,2025-01-11T09:30:00.000Z,192.0,182.0,10.0
US Diplomatic Post: New Delhi-8118,2025-01-11T11:30:00.000Z,201.0,174.0,27.0
US Diplomatic Post: New Delhi-8118,2025-01-11T12:30:00.000Z,226.0,201.0,25.0
US Diplomatic Post: New Delhi-8118,2025-01-11T15:30:00.000Z,135.0,134.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-11T18:30:00.000Z,132.0,126.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-11T19:30:00.000Z,134.0,132.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-11T21:30:00.000Z,149.0,129.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-11T22:30:00.000Z,157.0,149.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-11T23:30:00.000Z,159.0,157.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-12T00:30:00.000Z,173.0,159.0,14.0
US Diplomatic Post: New Delhi-8118,2025-01-12T03:30:00.000Z,129.0,127.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-12T04:30:00.000Z,137.0,129.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-12T05:30:00.000Z,151.0,137.0,14.0
US Diplomatic Post: New Delhi-8118,2025-01-12T06:30:00.000Z,174.0,151.0,23.0
US Diplomatic Post: New Delhi-8118,2025-01-12T09:30:00.000Z,146.0,144.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-12T10:30:00.000Z,150.0,146.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-12T13:30:00.000Z,145.0,138.0,7.0
US Diplomatic Post: New Delhi-8118,2025-01-12T14:30:00.000Z,153.0,145.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-12T15:30:00.000Z,156.0,153.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-12T16:30:00.000Z,217.0,156.0,61.0
US Diplomatic Post: New Delhi-8118,2025-01-13T21:30:00.000Z,122.0,107.0,15.0
US Diplomatic Post: New Delhi-8118,2025-01-13T23:30:00.000Z,122.0,121.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-14T00:30:00.000Z,131.0,122.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-14T02:30:00.000Z,136.0,124.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-14T04:30:00.000Z,139.0,134.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-14T05:30:00.000Z,151.0,139.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-14T06:30:00.000Z,166.0,151.0,15.0
US Diplomatic Post: New Delhi-8118,2025-01-14T09:30:00.000Z,148.0,140.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-14T12:30:00.000Z,150.0,134.0,16.0
US Diplomatic Post: New Delhi-8118,2025-01-14T13:30:00.000Z,165.0,150.0,15.0
US Diplomatic Post: New Delhi-8118,2025-01-14T14:30:00.000Z,216.0,165.0,51.0
US Diplomatic Post: New Delhi-8118,2025-01-14T15:30:00.000Z,248.0,216.0,32.0
US Diplomatic Post: New Delhi-8118,2025-01-14T17:30:00.000Z,239.0,219.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-14T18:30:00.000Z,280.0,239.0,41.0
US Diplomatic Post: New Delhi-8118,2025-01-14T19:30:00.000Z,299.0,280.0,19.0
US Diplomatic Post: New Delhi-8118,2025-01-14T20:30:00.000Z,301.0,299.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-14T21:30:00.000Z,381.0,301.0,80.0
US Diplomatic Post: New Delhi-8118,2025-01-15T03:30:00.000Z,320.0,291.0,29.0
US Diplomatic Post: New Delhi-8118,2025-01-15T05:30:00.000Z,301.0,267.0,34.0
US Diplomatic Post: New Delhi-8118,2025-01-15T06:30:00.000Z,321.0,301.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-15T12:30:00.000Z,188.0,187.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-15T13:30:00.000Z,201.0,188.0,13.0
US Diplomatic Post: New Delhi-8118,2025-01-15T15:30:00.000Z,207.0,192.0,15.0
US Diplomatic Post: New Delhi-8118,2025-01-15T16:30:00.000Z,215.0,207.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-15T19:30:00.000Z,158.0,156.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-15T22:30:00.000Z,154.0,145.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-16T00:30:00.000Z,136.0,-999.0,1135.0
US Diplomatic Post: New Delhi-8118,2025-01-16T03:30:00.000Z,115.0,110.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-16T04:30:00.000Z,147.0,115.0,32.0
US Diplomatic Post: New Delhi-8118,2025-01-16T05:30:00.000Z,159.0,147.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-16T09:30:00.000Z,105.0,101.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-16T10:30:00.000Z,125.0,105.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-16T11:30:00.000Z,129.0,125.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-16T13:30:00.000Z,142.0,127.0,15.0
US Diplomatic Post: New Delhi-8118,2025-01-16T14:30:00.000Z,175.0,142.0,33.0
US Diplomatic Post: New Delhi-8118,2025-01-16T15:30:00.000Z,227.0,175.0,52.0
US Diplomatic Post: New Delhi-8118,2025-01-16T16:30:00.000Z,277.0,227.0,50.0
US Diplomatic Post: New Delhi-8118,2025-01-16T17:30:00.000Z,311.0,277.0,34.0
US Diplomatic Post: New Delhi-8118,2025-01-16T20:30:00.000Z,228.0,-999.0,1227.0
US Diplomatic Post: New Delhi-8118,2025-01-17T00:30:00.000Z,133.0,132.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-17T02:30:00.000Z,126.0,118.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-17T03:30:00.000Z,138.0,126.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-17T04:30:00.000Z,157.0,138.0,19.0
US Diplomatic Post: New Delhi-8118,2025-01-17T05:30:00.000Z,165.0,157.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-17T06:30:00.000Z,166.0,165.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-17T11:30:00.000Z,119.0,108.0,11.0
US Diplomatic Post: New Delhi-8118,2025-01-17T12:30:00.000Z,128.0,119.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-17T13:30:00.000Z,140.0,128.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-17T14:30:00.000Z,170.0,140.0,30.0
US Diplomatic Post: New Delhi-8118,2025-01-17T20:30:00.000Z,153.0,125.0,28.0
US Diplomatic Post: New Delhi-8118,2025-01-18T04:30:00.000Z,117.0,113.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-18T05:30:00.000Z,132.0,117.0,15.0
US Diplomatic Post: New Delhi-8118,2025-01-18T06:30:00.000Z,137.0,132.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-18T07:30:00.000Z,147.0,137.0,10.0
US Diplomatic Post: New Delhi-8118,2025-01-18T08:30:00.000Z,178.0,147.0,31.0
US Diplomatic Post: New Delhi-8118,2025-01-18T10:30:00.000Z,219.0,177.0,42.0
US Diplomatic Post: New Delhi-8118,2025-01-18T11:30:00.000Z,220.0,219.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-18T14:30:00.000Z,188.0,186.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-18T15:30:00.000Z,196.0,188.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-18T16:30:00.000Z,228.0,196.0,32.0
US Diplomatic Post: New Delhi-8118,2025-01-18T17:30:00.000Z,295.0,228.0,67.0
US Diplomatic Post: New Delhi-8118,2025-01-18T19:30:00.000Z,225.0,222.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-18T20:30:00.000Z,232.0,225.0,7.0
US Diplomatic Post: New Delhi-8118,2025-01-19T00:30:00.000Z,220.0,210.0,10.0
US Diplomatic Post: New Delhi-8118,2025-01-19T01:30:00.000Z,246.0,220.0,26.0
US Diplomatic Post: New Delhi-8118,2025-01-19T02:30:00.000Z,280.0,246.0,34.0
US Diplomatic Post: New Delhi-8118,2025-01-19T03:30:00.000Z,293.0,280.0,13.0
US Diplomatic Post: New Delhi-8118,2025-01-19T04:30:00.000Z,369.0,293.0,76.0
US Diplomatic Post: New Delhi-8118,2025-01-19T05:30:00.000Z,386.0,369.0,17.0
US Diplomatic Post: New Delhi-8118,2025-01-19T10:30:00.000Z,95.0,-999.0,1094.0
US Diplomatic Post: New Delhi-8118,2025-01-19T11:30:00.000Z,106.0,95.0,11.0
US Diplomatic Post: New Delhi-8118,2025-01-19T12:30:00.000Z,120.0,106.0,14.0
US Diplomatic Post: New Delhi-8118,2025-01-19T13:30:00.000Z,129.0,120.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-19T14:30:00.000Z,184.0,129.0,55.0
US Diplomatic Post: New Delhi-8118,2025-01-19T15:30:00.000Z,212.0,184.0,28.0
US Diplomatic Post: New Delhi-8118,2025-01-19T16:30:00.000Z,230.0,212.0,18.0
US Diplomatic Post: New Delhi-8118,2025-01-19T17:30:00.000Z,257.0,230.0,27.0
US Diplomatic Post: New Delhi-8118,2025-01-19T18:30:00.000Z,277.0,257.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-19T19:30:00.000Z,296.0,277.0,19.0
US Diplomatic Post: New Delhi-8118,2025-01-19T22:30:00.000Z,187.0,170.0,17.0
US Diplomatic Post: New Delhi-8118,2025-01-20T03:30:00.000Z,159.0,156.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-20T09:30:00.000Z,108.0,-999.0,1107.0
US Diplomatic Post: New Delhi-8118,2025-01-20T11:30:00.000Z,121.0,105.0,16.0
US Diplomatic Post: New Delhi-8118,2025-01-20T12:30:00.000Z,125.0,121.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-20T13:30:00.000Z,154.0,125.0,29.0
US Diplomatic Post: New Delhi-8118,2025-01-20T14:30:00.000Z,179.0,154.0,25.0
US Diplomatic Post: New Delhi-8118,2025-01-20T15:30:00.000Z,199.0,179.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-20T16:30:00.000Z,211.0,199.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-21T19:30:00.000Z,166.0,158.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-21T23:30:00.000Z,136.0,119.0,17.0
US Diplomatic Post: New Delhi-8118,2025-01-22T01:30:00.000Z,136.0,130.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-22T03:30:00.000Z,123.0,120.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-22T04:30:00.000Z,144.0,123.0,21.0
US Diplomatic Post: New Delhi-8118,2025-01-22T12:30:00.000Z,56.0,51.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-22T13:30:00.000Z,78.0,56.0,22.0
US Diplomatic Post: New Delhi-8118,2025-01-22T14:30:00.000Z,115.0,78.0,37.0
US Diplomatic Post: New Delhi-8118,2025-01-22T15:30:00.000Z,152.0,115.0,37.0
US Diplomatic Post: New Delhi-8118,2025-01-22T16:30:00.000Z,189.0,152.0,37.0
US Diplomatic Post: New Delhi-8118,2025-01-22T17:30:00.000Z,247.0,189.0,58.0
US Diplomatic Post: New Delhi-8118,2025-01-22T18:30:00.000Z,256.0,247.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-22T21:30:00.000Z,142.0,123.0,19.0
US Diplomatic Post: New Delhi-8118,2025-01-22T22:30:00.000Z,149.0,142.0,7.0
US Diplomatic Post: New Delhi-8118,2025-01-22T23:30:00.000Z,158.0,149.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-23T02:30:00.000Z,181.0,155.0,26.0
US Diplomatic Post: New Delhi-8118,2025-01-23T04:30:00.000Z,164.0,158.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-23T05:30:00.000Z,175.0,164.0,11.0
US Diplomatic Post: New Delhi-8118,2025-01-23T10:30:00.000Z,41.0,36.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-23T12:30:00.000Z,44.0,38.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-23T13:30:00.000Z,55.0,44.0,11.0
US Diplomatic Post: New Delhi-8118,2025-01-23T14:30:00.000Z,97.0,55.0,42.0
US Diplomatic Post: New Delhi-8118,2025-01-23T15:30:00.000Z,113.0,97.0,16.0
US Diplomatic Post: New Delhi-8118,2025-01-23T19:30:00.000Z,94.0,91.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-23T20:30:00.000Z,102.0,94.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-23T22:30:00.000Z,99.0,93.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-23T23:30:00.000Z,121.0,99.0,22.0
US Diplomatic Post: New Delhi-8118,2025-01-24T00:30:00.000Z,123.0,121.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-24T04:30:00.000Z,117.0,115.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-24T11:30:00.000Z,36.0,31.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-24T12:30:00.000Z,50.0,36.0,14.0
US Diplomatic Post: New Delhi-8118,2025-01-24T13:30:00.000Z,67.0,50.0,17.0
US Diplomatic Post: New Delhi-8118,2025-01-24T14:30:00.000Z,89.0,67.0,22.0
US Diplomatic Post: New Delhi-8118,2025-01-24T15:30:00.000Z,126.0,89.0,37.0
US Diplomatic Post: New Delhi-8118,2025-01-24T16:30:00.000Z,132.0,126.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-24T19:30:00.000Z,103.0,101.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-25T03:30:00.000Z,69.0,63.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-25T08:30:00.000Z,45.0,43.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-25T11:30:00.000Z,49.0,41.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-25T12:30:00.000Z,52.0,49.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-25T13:30:00.000Z,65.0,52.0,13.0
US Diplomatic Post: New Delhi-8118,2025-01-25T14:30:00.000Z,119.0,65.0,54.0
US Diplomatic Post: New Delhi-8118,2025-01-25T20:30:00.000Z,88.0,82.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-25T21:30:00.000Z,89.0,88.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-25T22:30:00.000Z,94.0,89.0,5.0
US Diplomatic Post: New Delhi-8118,2025-01-26T00:30:00.000Z,91.0,90.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-26T03:30:00.000Z,82.0,79.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-26T04:30:00.000Z,85.0,82.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-26T05:30:00.000Z,87.0,85.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-26T09:30:00.000Z,58.0,56.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-26T11:30:00.000Z,59.0,52.0,7.0
US Diplomatic Post: New Delhi-8118,2025-01-26T13:30:00.000Z,77.0,52.0,25.0
US Diplomatic Post: New Delhi-8118,2025-01-26T14:30:00.000Z,106.0,77.0,29.0
US Diplomatic Post: New Delhi-8118,2025-01-26T15:30:00.000Z,146.0,106.0,40.0
US Diplomatic Post: New Delhi-8118,2025-01-26T19:30:00.000Z,118.0,109.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-26T20:30:00.000Z,132.0,118.0,14.0
US Diplomatic Post: New Delhi-8118,2025-01-26T21:30:00.000Z,146.0,132.0,14.0
US Diplomatic Post: New Delhi-8118,2025-01-27T01:30:00.000Z,129.0,127.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-27T04:30:00.000Z,119.0,118.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-27T07:30:00.000Z,101.0,90.0,11.0
US Diplomatic Post: New Delhi-8118,2025-01-27T10:30:00.000Z,64.0,60.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-27T11:30:00.000Z,70.0,64.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-27T12:30:00.000Z,81.0,70.0,11.0
US Diplomatic Post: New Delhi-8118,2025-01-27T13:30:00.000Z,92.0,81.0,11.0
US Diplomatic Post: New Delhi-8118,2025-01-27T14:30:00.000Z,128.0,92.0,36.0
US Diplomatic Post: New Delhi-8118,2025-01-27T15:30:00.000Z,148.0,128.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-27T21:30:00.000Z,124.0,118.0,6.0
US Diplomatic Post: New Delhi-8118,2025-01-28T00:30:00.000Z,102.0,98.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-28T01:30:00.000Z,104.0,102.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-28T02:30:00.000Z,124.0,104.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-28T04:30:00.000Z,137.0,124.0,13.0
US Diplomatic Post: New Delhi-8118,2025-01-28T08:30:00.000Z,89.0,88.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-28T11:30:00.000Z,70.0,57.0,13.0
US Diplomatic Post: New Delhi-8118,2025-01-28T12:30:00.000Z,80.0,70.0,10.0
US Diplomatic Post: New Delhi-8118,2025-01-28T13:30:00.000Z,104.0,80.0,24.0
US Diplomatic Post: New Delhi-8118,2025-01-28T14:30:00.000Z,126.0,104.0,22.0
US Diplomatic Post: New Delhi-8118,2025-01-28T15:30:00.000Z,177.0,126.0,51.0
US Diplomatic Post: New Delhi-8118,2025-01-28T16:30:00.000Z,184.0,177.0,7.0
US Diplomatic Post: New Delhi-8118,2025-01-28T20:30:00.000Z,159.0,137.0,22.0
US Diplomatic Post: New Delhi-8118,2025-01-28T21:30:00.000Z,181.0,159.0,22.0
US Diplomatic Post: New Delhi-8118,2025-01-28T22:30:00.000Z,259.0,181.0,78.0
US Diplomatic Post: New Delhi-8118,2025-01-28T23:30:00.000Z,331.0,259.0,72.0
US Diplomatic Post: New Delhi-8118,2025-01-29T00:30:00.000Z,380.0,331.0,49.0
US Diplomatic Post: New Delhi-8118,2025-01-29T01:30:00.000Z,396.0,380.0,16.0
US Diplomatic Post: New Delhi-8118,2025-01-29T04:30:00.000Z,362.0,295.0,67.0
US Diplomatic Post: New Delhi-8118,2025-01-29T12:30:00.000Z,134.0,115.0,19.0
US Diplomatic Post: New Delhi-8118,2025-01-29T13:30:00.000Z,146.0,134.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-29T14:30:00.000Z,161.0,146.0,15.0
US Diplomatic Post: New Delhi-8118,2025-01-29T15:30:00.000Z,186.0,161.0,25.0
US Diplomatic Post: New Delhi-8118,2025-01-29T16:30:00.000Z,231.0,186.0,45.0
US Diplomatic Post: New Delhi-8118,2025-01-29T17:30:00.000Z,233.0,231.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-29T19:30:00.000Z,235.0,232.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-29T20:30:00.000Z,236.0,235.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-30T01:30:00.000Z,206.0,203.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-30T02:30:00.000Z,226.0,206.0,20.0
US Diplomatic Post: New Delhi-8118,2025-01-30T03:30:00.000Z,261.0,226.0,35.0
US Diplomatic Post: New Delhi-8118,2025-01-30T10:30:00.000Z,112.0,111.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-30T11:30:00.000Z,115.0,112.0,3.0
US Diplomatic Post: New Delhi-8118,2025-01-30T12:30:00.000Z,116.0,115.0,1.0
US Diplomatic Post: New Delhi-8118,2025-01-30T13:30:00.000Z,118.0,116.0,2.0
US Diplomatic Post: New Delhi-8118,2025-01-30T15:30:00.000Z,160.0,-999.0,1159.0
US Diplomatic Post: New Delhi-8118,2025-01-30T16:30:00.000Z,169.0,160.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-30T17:30:00.000Z,186.0,169.0,17.0
US Diplomatic Post: New Delhi-8118,2025-01-30T18:30:00.000Z,198.0,186.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-30T19:30:00.000Z,202.0,198.0,4.0
US Diplomatic Post: New Delhi-8118,2025-01-30T20:30:00.000Z,211.0,202.0,9.0
US Diplomatic Post: New Delhi-8118,2025-01-30T22:30:00.000Z,196.0,-999.0,1195.0
US Diplomatic Post: New Delhi-8118,2025-01-31T03:30:00.000Z,213.0,-999.0,1212.0
US Diplomatic Post: New Delhi-8118,2025-01-31T04:30:00.000Z,221.0,213.0,8.0
US Diplomatic Post: New Delhi-8118,2025-01-31T06:30:00.000Z,166.0,13.0,153.0
US Diplomatic Post: New Delhi-8118,2025-01-31T11:30:00.000Z,144.0,132.0,12.0
US Diplomatic Post: New Delhi-8118,2025-01-31T12:30:00.000Z,173.0,144.0,29.0
US Diplomatic Post: New Delhi-8118,2025-01-31T13:30:00.000Z,205.0,173.0,32.0
US Diplomatic Post: New Delhi-8118,2025-01-31T14:30:00.000Z,219.0,205.0,14.0
US Diplomatic Post: New Delhi-8118,2025-01-31T15:30:00.000Z,225.0,219.0,6.0
